reviewId,productId,categroyId,rate,fit,comment,title,rating_average,rating_count,rating_fit,rating_1,rating_2,rating_3,rating_4,rating_5,heightRange,weightRange,shoeSize,purchasedSize,helpfulCount,ageRange,gender,location,name,createDate,isIncentivized,userCanLike,userCanReport
136474,E439709-000,23327,5,3,"Like the length and super soft and light, like this product",NICE FIT,4.5,173,3.39,13,6,12,32,110,,,,L,1,,Female,No location given,ANLI,1641853839,False,False,False
94024,E439709-000,23327,4,4,"This was exactly what I was looking for! It's lightweight and breathable while also keeping me warm. The only downside to it is that it is longer than I thought it was going to be and the length is a little bit annoying. I am usually between a small and medium and for coats I usually get a medium. This time I definitely think I could have gotten a small. Other than this, I am really pleased with this! Price and comfort wise it is exactly what I was looking for.",Better than I expected!,4.5,173,3.39,13,6,12,32,110,"5'8"" - 5'9""",140lb - 149lb,,M,0,15 to 19 years,Female,Idaho,olivia05,1641849435,False,False,False
141058,E439709-000,23327,5,2,"I have this coat and the longer version, I bought it for my daughter who keeps ""borrowing"" my coat. She wanted it big so she could wear bulky sweaters under it. The sizes do run small so go up a size or 2. They are so great to pack for a carry-on traveler like myself.They weigh next to nothing and take up very little room.",Ths is the 3rd time I've bought this coat.,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",130lb - 139lb,,XXL,1,25 to 34 years,Female,Maryland,Giggles,1641768015,False,False,False
158888,E439709-000,23327,4,4,"I bought this same coat in 2017 and I wear it all the time so I wanted a new one. I bought the same size and this one is huge. Probably 6” longer and I’m short, so I feel like I’m wearing a sleeping bag. It’s great for windy days but a little difficult to move around in. I would recommend it to my tall friends.",Super long but great coat,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",130lb - 139lb,,S,1,25 to 34 years,Female,No location given,KMcM,1641683158,False,False,False
85534,E439709-000,23327,4,3,This coat is ultra light for sure and fits me well. I am not sure how much it will keep me warm in winter weather however which will be a deal breaker.,Nice coat,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",150lb - 159lb,,XL,1,65 years or over,Female,Rochester New York,Rhett,1641596468,False,False,False
113950,E439709-000,23327,5,4,I was shocked at how warm this jacket was for how lightweight it is! It really does squish down into a little bag which is convenient for traveling! I wore this in 30-40 degree weather and was able to stay very comfortable. Great jacket!,Very warm but light,4.5,173,3.39,13,6,12,32,110,"5'8"" - 5'9""",160lb - 169lb,,M,1,25 to 34 years,Female,"Raleigh, NC",SamR,1641437789,False,False,False
100614,E439709-000,23327,5,3,It’s true to size. Surprisingly warm for how light it is. I love it!!,So light and warm!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",140lb - 149lb,,M,3,25 to 34 years,Female,"Boston,Ma",Yassy,1641420541,False,False,False
151497,E439709-000,23327,5,3,"Aside from being very warm and very light- good for cold weather, rain, or snow, I love the way it all packs up in a little sack.",Great Features,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",130lb - 139lb,,S,4,35 to 44 years,Female,Los Angeles,B Roth,1641245946,False,False,False
103450,E439709-000,23327,3,3,"Its warm but i didnt know it was this long and im only 5'1."". It should have given the measurement in the description. This was not the length I was looking for. Its only made for very tall women",Hooded coat review,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",100lb - 109lb,,M,4,65 years or over,Female,California,Munte,1641080341,False,False,False
85397,E439709-000,23327,5,3,"Love this coat!  Very warm, soft and lightweight.  Highly recommend!",Light but very warm!,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",,,M,3,55 to 64 years,Female,No location given,MGra,1640967540,False,False,False
96304,E439709-000,23327,5,3,"Always love the quality, price and style of Uniqlo jackets. They pack up great too. So versatile!",adorable!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",110lb - 119lb,,S,2,15 to 19 years,Female,No location given,JessieW,1640726920,False,False,False
133277,E439709-000,23327,5,3,"I have the shorter jacket version of this, that I used for years on hikes and climbing trips. Now that I'm back to urban living, I wanted something light that provided more coverage. 
I'm 5'5'', 130lb, and got the Small. It is roomy enough that I can layer with a light or heavy sweater to cut down wind chill when city biking.",Lightweight and warm,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",130lb - 139lb,,S,1,35 to 44 years,Female,"New York City, NY",Szeto,1640719232,False,False,False
93005,E439709-000,23327,4,4,This jacket is really warm and I love that you can roll it up and pack it in a suitcase. It does run really large. Size down.,Runs very large,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",140lb - 149lb,,M,1,35 to 44 years,Female,Florida,CarolynA,1640718679,False,False,False
149320,E439709-000,23327,4,3,"I buy this coat every 2 years and this is my 4th one so far. This version varies slightly from the 2019 version. It has a larger hood (still doesn't stay on well) and it is a good bit longer. It's a ""light"" coat but it definitely keeps me warm during East Coast winters. However, I do wear layers underneath. Also a great travel jacket, because it is easy to pack. Cannot beat the price!!!",Quality coat for a good price,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",,,M,1,25 to 34 years,Female,"New York, NY",Sally Sitwell,1640691721,False,False,False
78892,E439709-000,23327,3,3,"The quality is great as always, BUT it's too long. I bought the same model one year ago and it's shorter...",Too long....,4.5,173,3.39,13,6,12,32,110,,,,L,5,,Prefer not to say,SF,GabGab,1640670924,False,False,False
110924,E439709-000,23327,5,3,"This is my second one (first one got ripped) in 5 yrs. Slightly different style this year, but still warm, compact and very comfy. Definitely worth the $$.",Love this jacket!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",190lb - 199lb,,L,3,35 to 44 years,Female,Chicago,Ali P,1640644681,False,False,False
167415,E439709-000,23327,5,4,"Very comfortable, keeps me warm, very light weight, maybe a little big for me but my high school and college nieces say it fits me perfectly.",Comfortable and warm,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",140lb - 149lb,,L,1,35 to 44 years,Female,Wisconsin,Canary,1640639847,False,False,False
136912,E439709-000,23327,5,3,Fantastic coat. Bought for a trip. So lightweight.,Awesome Jacket,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",,,XL,1,65 years or over,Female,"Birmingham, AL",Ginger Jaye,1640553895,False,False,False
146927,E439709-000,23327,3,4,"I think Uniqlo is making this coat differently. Its longer and fits bigger, especially the hood. I loved the older style better.",Down coat,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",120lb - 129lb,,M,3,45 to 54 years,Female,"Queens, NY",Krazidee,1640234399,False,False,False
166133,E439709-000,23327,5,5,"I ordered this in my usual size S and it was enormous around the mid-section. Even wearing winter layers I could have smuggled a few pets or bottles of whiskey inside this jacket. Size down. I exchanged for XS and it fits very well. The midsection is still roomy, but with my extra pandemic weight gain and probably more to come, it's not a bad thing. I love the navy blue color, it's so pretty. I like that it's lightweight but still keeps me warm, and long enough to shield my legs from the winter wind.","Good weight and length, but size down",4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",120lb - 129lb,,XS,2,45 to 54 years,Female,San Francisco,JWinSF,1640220112,False,False,False
149699,E439709-000,23327,5,5,I purchased a similar light down in black years ago and was thrilled to see it again on sale. Great fit and I love the chocolate brown.,Excellent buy!!,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",200lb or over,,XXL,0,65 years or over,Female,New York City,SugarD,1640215518,False,False,False
147369,E439709-000,23327,4,2,"I wish it worked….it was too small, should have gotten large instead of M. I’m usually an M","looked great, but didn’t fit me well",4.5,173,3.39,13,6,12,32,110,"5'8"" - 5'9""",130lb - 139lb,,M,0,55 to 64 years,Female,NH,Justhay,1640212336,False,False,False
104910,E439709-000,23327,4,3,"I use this as an intermediate coat, between a jacket and a really warm full-down coat. It's quite warm, but since I get cold easily I'm glad there's room for a sweater underneath. Other reviews said it runs long. This is true, but for me that's great.",Roomy enough for a sweater.,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",110lb - 119lb,,S,0,65 years or over,Female,New York,Jordsk,1640208290,False,False,False
106338,E439709-000,23327,5,3,"I ordered a large and the fit and length are both perfect. I just may purchase the other available colors! California doesn't get extreme cold, but when it is cold, you want to be warm! This jacket takes care of that and is easy to travel with.",Ultra light but ultra warm,4.5,173,3.39,13,6,12,32,110,"4'10"" - 4'11""",140lb - 149lb,,L,0,45 to 54 years,Female,"West Covina, California",Jen And,1640067280,False,False,False
142986,E439709-000,23327,3,3,"Bought two of these coats, one as a gift  It's stylish, light and packs easily.  However, the fabric is very, very thin - unfortunately it tears easily and is virtually impossible to repair.  I have other light down products including a vest from Uniqlo that are sturdier.  For that reason, this one is a bit of a disappointment.",Love it but fabric very thin - tears easily.,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",130lb - 139lb,,S,3,45 to 54 years,Female,No location given,BaWa,1640045832,False,False,False
128899,E439709-000,23327,5,3,"Its fits perfect, I love the color. And i would recomended",Great color,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",130lb - 139lb,,M,1,,Female,Mexico,Mars101010,1639976671,False,False,False
125633,E439709-000,23327,5,3,Very light and very warm. Easily fit into a small bag,Love it!,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",160lb - 169lb,,L,0,35 to 44 years,Female,"Philadelphia, PA",Alyona,1639964545,False,False,False
188357,E439709-000,23327,4,5,Product is good quality. I ordered a large based on their app measurements and quiz sizing recommendations. I should have gone with my usual medium as the large swims and is not flattering. There us a dual zipper so when sitting down it doesn't bunch up. Hoping to exchange for a smaller size.,"Great coat, runs very large",4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",150lb - 159lb,,L,0,35 to 44 years,Female,Mild winter,Rocky12345,1639872288,False,False,False
79126,E439709-000,23327,5,3,The most comfortable coat I have ever own!  Lightness is amazing. I am going to order other colors and types of the same line.,Just perfect,4.5,173,3.39,13,6,12,32,110,,,,,0,,Prefer not to say,No location given,Katarina,1639863625,False,False,False
109322,E439709-000,23327,5,3,"Everything about this coat is as expected and more. Waiting for a short version to become available. Shapely, not boxy like most down coats, lightweight but warm up to 30 degrees with one layer on.",Love it!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",180lb - 189lb,,L,0,45 to 54 years,Female,Brooklyn,Precious2k1,1639768378,False,False,False
94345,E439709-000,23327,5,3,"Great coat very cozy, I want to buy mu second one, can u make it in teal? Would be a great color",Great coat,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",,,M,1,25 to 34 years,Female,California,Soooms,1639753681,False,False,False
37264,E439709-000,23327,4,4,Nice and lightweight but massive and long. Please bring back the lightweight short coat!,Nice and lightweight but…,4.5,173,3.39,13,6,12,32,110,,,,,3,,Prefer not to say,No location given,Eliz2,1639690692,False,False,False
121037,E439709-000,23327,3,5,"I have the shorter version of this coat in size M, and after trying mine on, my mom knew she’d be a large. I ordered this coat for her and it is HUGE! Might be one size up in chest space, but the sleeves are very wide, and the coat just tents out with zero shape, even when zipped up on a curvy figure. Also, I’m 5’6” and the length his mid calf, not knee length as shown. The navy color is also darker than pictured, to the point where I thought I was sent the coat in black, until I held it up to black pants. Looks to be good quality.",Runs large,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",150lb - 159lb,,L,0,35 to 44 years,Female,Seattle WA,Coffeemama,1639604431,False,False,False
93653,E439709-000,23327,5,3,"not too bulky, but nice and warm. the fit is true to size.",it's perfect!,4.5,173,3.39,13,6,12,32,110,"5'10"" - 5'11""",190lb - 199lb,,XL,0,55 to 64 years,Female,boise,ebfs,1639516624,False,False,False
159087,E439709-000,23327,5,4,I got the small size since there wasn’t any extra small available.  I’m quite petite so the small is a little loose on me but can still wear it just fine.,Nice coat,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",110lb - 119lb,,S,0,25 to 34 years,Female,Chicago,Starlight21,1639430907,False,False,False
174390,E439709-000,23327,1,5,all different than the picture not good design  if u can review it like 2019 one u made,too long,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",150lb - 159lb,,XL,3,25 to 34 years,Female,LA,alfy,1639373152,False,False,False
155243,E439709-000,23327,5,3,"Purchased this light weight, packable coat to go to New England for a long weekend. The ability to pack it and yet when unrolled and worn it was absolutely the best coat I could of purchased. It kept me warm and toasty, and with a light drizzle, perfect. I would highly recommend this to any traveler. Best purchase ever.",Great travel coat,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",160lb - 169lb,,L,0,65 years or over,Female,"New Smyrna Beach, Florida",Rvgoddess,1639351567,False,False,False
120873,E439709-000,23327,5,3,Love this product for the ultralight packing capability. It will fit anywhere in your suitcase it is also very warm!,Great lightweight coat!,4.5,173,3.39,13,6,12,32,110,,,,S,0,,Female,No location given,HMS1,1639344377,False,False,False
145270,E439709-000,23327,5,3,"Great fit great colour
Warm and feels good.
Arrived quickly","Great fit, love the colour",4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",120lb - 129lb,,M,0,55 to 64 years,Female,Philadelphia pa,Niks,1639343688,False,False,False
136323,E439709-000,23327,5,4,"It fits right, I feel comfortable and flexible. I had a previous coat exactly like this one, I am glad that I found it online(first time purchasing coat online).",Warm coat!,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",50lb - 59lb,,L,0,55 to 64 years,Female,N.Y,mally,1639330220,False,False,False
115000,E439709-000,23327,3,5,"Typically I would try this on at the Michigan Ave location but it closed in August 2021.  I was looking forward to this Ultra down coat as being warm and nice that is was longer than my other worn out other brand.  I wear Uniqlo XS so figured XS would be good. I like the hood.... the coat is rather large as if a medium.  I wore it outside in 34 degree weather and I was cold, even with my 2 layers on underneath.  I don't recall the # on this down but surely does not feel like it will be warm enough for true Chicago winter.   I am disappointed.",Didn't meet expectN: Women's Ultra light down coat,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",110lb - 119lb,,XS,1,55 to 64 years,Female,"Chicago, IL",Wood,1639286019,False,False,False
111701,E439709-000,23327,5,3,True to size. Warm and lightweight. Beautifully made. Love the removable hood.,Warm and so lightweight,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",140lb - 149lb,,M,1,65 years or over,Female,"fairfield, ct",stuvwxyz,1639102071,False,False,False
132590,E439709-000,23327,4,3,I like that it can fold into almost nothing for traveling. It's comfortable and keeps me fairly warm. Glad it's large enough I can wear layers underneath though. My only complaint are all the threads that I've had to trim. But this is a great product.,Lightweight & Compact,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",160lb - 169lb,,L,1,65 years or over,Female,"Walla Walla, Washington",TravelMum,1639086498,False,False,False
96373,E439709-000,23327,5,3,Very happy with the fit & feel of this coat.  It is very warm yet very lightweight.  True to size.,Warm yet light!,4.5,173,3.39,13,6,12,32,110,"5'8"" - 5'9""",150lb - 159lb,,L,1,55 to 64 years,Female,Rural MN,Weezy,1639022045,False,False,False
107689,E439709-000,23327,5,3,This coat is very light. The color is iridescent black blue. It fits below the knee and wears well with my dresses and skirts. With a light sweater underneath it can definite worn in 30 degrees and below. I love love this coat.,Just what I wanted!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",180lb - 189lb,,L,0,45 to 54 years,Female,"Brooklyn, Ny",precious,1638905650,False,False,False
148263,E439709-000,23327,4,5,"Definitely size down, I’m usually small and extra small fit fine. Pretty stylish coat, wish it were warmer. Not great for weather under 40 degrees.","Good style, but thin and not so warm",4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",120lb - 129lb,,XS,2,45 to 54 years,Female,"Long Island, NY",Jackie G,1638829990,False,False,False
189027,E439709-000,23327,5,2,"This is the second ultra-light down coat that I have purchased from you. Previously it was black, and now I have added this brown one. I wear them all the time and they are extremely warm. I bought a LARGE even though I am 5'3 and weigh 136 pounds.","Light, Warm and Stylish",4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",130lb - 139lb,,L,0,65 years or over,Female,Western New York,Avid Bookie,1638826044,False,False,False
157840,E439709-000,23327,1,2,"I am super disappointed and can't understand why on earth Uniqlo changed the design of this coat. I bought this coat back in 2019 and the length is above my knees and I ordered size large. The new design is way to long, like down to my ankles and the size large was tight. If I had know that Uniqlo was going to change the design I would have bought this coat in every single color back in 2019",Different Design,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",170lb - 179lb,,L,5,45 to 54 years,Female,"Washington, DC",DLynn,1638749649,False,False,False
187614,E439709-000,23327,5,3,"I’m very pleased with this coat. It’s warm, lightweight and stylish.",Love this coat!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",130lb - 139lb,,M,0,65 years or over,Female,NC,JanieRee,1638746280,False,False,False
172218,E439709-000,23327,5,3,This coat is light weight great fit great color just right for the transition from fall to winter,Light Weight,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",200lb or over,,XXL,0,35 to 44 years,Female,Jamaica NY,Shambaly,1638637825,False,False,False
126207,E439709-000,23327,5,3,"The small fits perfectly. I an 5'5"" and 120 lbs. The xs was a little snug.
I got navy blue. The hood does not obscure your vision and is fairly becoming. The coat is warm and light as a feather. Have not washed it yet. More color choices would be nice.",Love it,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",120lb - 129lb,,S,0,65 years or over,Female,CT,Benton,1638580136,False,False,False
156775,E439709-000,23327,5,4,"All I have ever bought from Uniqlo is great quality. I needed a longer coat that would keep me warm but not break the bank. I have many jackets but needed more coverage from the cold. This jacket is hip and warm. It’s well made, classic and elegant. I love it and have worn it everyday since I got it. I am warm and comfortable!! Thank you, Uniqlo; I know I can always count on you for good quality clothes at a fair price!",Perfect Down Coat,4.5,173,3.39,13,6,12,32,110,"5'8"" - 5'9""",160lb - 169lb,,XL,1,55 to 64 years,Female,"Branchburg, NJ",LadyGray,1638578777,False,False,False
165232,E439709-000,23327,1,5,"Even though I used the Uniqlo sizing system, the coat was way too large.  And it didn’t come with the advertised storage pouch.  I had to return it and pay the restocking fee.  Won’t order online again and risk these problems.",Very disappointed,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",140lb - 149lb,,L,4,,Female,"Rohnert Park, CA",Sad Sack,1638575685,False,False,False
178314,E439709-000,23327,5,5,"This coat is warm and very lightweight but BELIEVE the other reviews when they tell you that it runs big! I'm usually a medium on top but have a umm... larger bottom... and thought I would need a large so it had a loose fit. The large was huge even though that is what I wear in the shorter version of this coat! I exchanged it for the medium and it is still plenty roomy on top and bottom and I can wear multiple layers. For reference, I am a size 10/12 on the bottom with most of my weight in my hip/thigh. Trust me, get your smaller size.",Warm and not bulky!,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",,,L,2,45 to 54 years,Male,"Hartford, CT",AnnaW,1638566416,False,False,False
175918,E439709-000,23327,4,3,"I bought one for my self and one for my sister (med 125 lbs and 5'4"" and both fit beautifully.  The green and the navy are true to colors shown.  Only reason I didn't give five stars is that when temps dip below 40, I need an extra layer underneath it.  Also, I cannot for the life of me figure out how to fasten the hood!  Other than that, great coat.",Really is ultra light weight,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",150lb - 159lb,,XL,2,65 years or over,Female,No location given,Pene,1638566172,False,False,False
100525,E439709-000,23327,5,3,I love this coat! It is lightweight and warm and packs very compactly into its own storage bag. The navy blue color is beautiful.,Great fit and style,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",130lb - 139lb,,L,0,65 years or over,Female,Tampa,Ms M,1638510445,False,False,False
179378,E439709-000,23327,5,3,"I’m 4’11”, 34b , 27 waist and small fits me very well. On the model who’s 5’8” it’s knee length on her and 6 inches pass my knee length on me. I love the exterior deep pockets and the inner pocket.",Nice it’s warm!,4.5,173,3.39,13,6,12,32,110,"4'10"" - 4'11""",110lb - 119lb,,S,0,35 to 44 years,Female,Washington State,Ann Washington,1638415374,False,False,False
128480,E439709-000,23327,5,3,This jacket is true to its name. It's lightweight AND it keeps very warm. I've had it for 2 years now and it's still good. I recently bought my mother one as well. Great value for the price.,Perfect Coat,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",170lb - 179lb,,L,0,20 to 24 years,Female,NYC,Lucyy,1638330754,False,False,False
167938,E439709-000,23327,4,4,"I typically wear a medium. I am 5’4, 140lbs but this medium is huge. I will be returning for a small.",Comfy and cute but runs large,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",140lb - 149lb,,M,0,35 to 44 years,Female,Maryland,Kitkat123,1638323462,False,False,False
173292,E439709-000,23327,5,3,"This coat is lightweight, packable and yet keeps you warm and comfortable.",Warm Hug,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",120lb - 129lb,,XS,1,45 to 54 years,Female,"San Francisco, CA",nlg310,1638311508,False,False,False
178430,E439709-000,23327,5,4,The coat is really warm and confortable. I should have pick size M instead of L because the fit is loose even though I usually wear pants size 10 and the size recommended was L or XL. I love that it fits in a little bag.,Really warm,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",170lb - 179lb,,L,1,35 to 44 years,Female,North Carolina,VioletaM,1638235573,False,False,False
185219,E439709-000,23327,4,3,Bought this coat for my daughter because I had one last year and loved it!  It’s lightweight but warm. Easily packable too!,Lightweight but warm,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",140lb - 149lb,,L,2,20 to 24 years,Female,Morristown NJ,Irel,1638224853,False,False,False
152711,E439709-000,23327,1,5,"Have a few downs from uniqlo that I love. This one is too big and too long. Was traveling,  and now can't return it ( 30 days policy & no stores near me :(  )",Too big and too long,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",130lb - 139lb,,M,2,55 to 64 years,Female,"Tampa,  FL",IDG1,1638195736,False,False,False
17102,E439709-000,23327,5,4,"Decent fit and decent length, sufficiently warm with layers below",Great,4.5,173,3.39,13,6,12,32,110,,,,,1,,Prefer not to say,New York,Ismat,1638138334,False,False,False
145758,E439709-000,23327,4,5,Very easy to wear and bring. Storing it too. Just what I expected,Purr fect,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",140lb - 149lb,,M,0,45 to 54 years,Female,Sergeant Bluff IA,Dane,1638024793,False,False,False
105236,E439709-000,23327,1,4,"I bought this coat in 2019 and wanted to buy another color. I ordered the coat online, the same size and a different color. The coat I received was way too long and too big. It's a totally different coat, and I am so disappointed and can't understand why Uniqlo changed the design? If I knew that Uniqlo was going to change the design I would have bought 3 coats back in 2019. What a shame.",Terrible - Uniqlo Changed Designed,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",160lb - 169lb,,L,9,45 to 54 years,Female,"Washington, DC",DtotheLtotheG,1637991166,False,False,False
110204,E439709-000,23327,4,5,"I like this coat and the quality and warmth are what I expected. I just want to point out that this runs very very big. When I purchased this I read some reviews that mentioned this so I thought I was ordering accordingly but I didn't. I am usually a medium or large. When I saw that this ran big I figured that the medium would be great then. Well in all honesty I could have maybe ordered a small, which is highly unusual for me! The body is very big. The sleeves are big/baggy/long - even the elastic at my wrists is loose. The overall look is therefore a bit sloppy but least I can fit a few layers under it.",Runs Very Big,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",150lb - 159lb,,M,4,55 to 64 years,Female,"Philadelphia, PA",motogrrrrl,1637946899,False,False,False
168442,E439709-000,23327,4,3,"This coat is perfect for travel. Haven't worn yet but seems warm. Flattering fit, a puffy coat with some style.",Great packable coat,4.5,173,3.39,13,6,12,32,110,"5'8"" - 5'9""",150lb - 159lb,,XL,0,65 years or over,Female,Atlanta,Mayvis,1637938138,False,False,False
165208,E439709-000,23327,5,3,"The fit is perfect. The coat is light weight, well made, reasonably priced and a good quality.  It fits as expected.  I have repurchased this product several times for myself and as a gift..  I will continue to revisit the Uniqlo website and trust the quality of their merchandise.",Best light weight garment on the market,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",110lb - 119lb,,M,1,65 years or over,Female,Rhode Island,Pati,1637938086,False,False,False
175698,E439709-000,23327,5,3,"Warn, light wight, stylish - can't ask for a better combination for this price!",Best value fornyour money,4.5,173,3.39,13,6,12,32,110,,,,M,0,45 to 54 years,Female,"Boston, MA",AKhalid,1637874988,False,False,False
86025,E439709-000,23327,5,3,Great value for money. Not my first for this series,Warm and light,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",130lb - 139lb,,S,0,45 to 54 years,Female,USA,Jema,1637796812,False,False,False
94782,E439709-000,23327,5,3,Very nice and warm and light weight. I love it!!! Highly recommend,Down jacket,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",120lb - 129lb,,S,0,55 to 64 years,Female,Edinburg,Mayris,1637795773,False,False,False
156205,E439709-000,23327,5,3,"Everything great, on time and perfect fit! I would recommend it for sure",Great experience,4.5,173,3.39,13,6,12,32,110,,,,M,0,55 to 64 years,Female,Miami,Agus,1637795020,False,False,False
179151,E439709-000,23327,1,3,I bought this for my teen daughter. I like the cut and the length of the coat but it was way too thin. It didn’t keep her warm so we had to return it.,Too thin,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",,,S,2,15 to 19 years,Female,"Atlanta, GA",Pippa,1637788549,False,False,False
184420,E439709-000,23327,4,3,I'm in love with the items i brought. Thank -you so much.,great items,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",160lb - 169lb,,XL,0,,Female,No location given,Josie l,1637594034,False,False,False
181723,E439709-000,23327,5,3,This is the second time in 5 years I have purchased this coat. The first coat held up well. Purpose for new coat needed to get a larger size. Highly recommend.,Great coat for the price,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",130lb - 139lb,,M,1,55 to 64 years,Female,"Odessa, FL",toy4v7,1637530378,False,False,False
150080,E439709-000,23327,5,3,Fits good. Very comfy and warm. But longer on me than on the model but it will keep me warm in the cold,Great jacket,4.5,173,3.39,13,6,12,32,110,,,,M,1,45 to 54 years,Female,No location given,Deen Deen,1637474281,False,False,False
140211,E439709-000,23327,5,4,"I am happy with this order and feel that the description is accurate. Great value for the price. It is longer than expected and hits me (5’7” & got a large) mid shin. Jacket is very comfortable and warm, but would not wear it in very cold winter weather without significant layering underneath. Not warm enough. Great for Northeast fall and early December (35/40 degrees and up).",Very Pleased,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",170lb - 179lb,,L,4,25 to 34 years,Female,New York,Eish,1637460528,False,False,False
165003,E439709-000,23327,5,4,"Love this warm, light, packable down coat!  I have the jacket too.",Very light coat but very warm,4.5,173,3.39,13,6,12,32,110,"5'0"" - 5'1""",100lb - 109lb,,M,0,15 to 19 years,Female,New York,Gaby,1637447323,False,False,False
97525,E439709-000,23327,5,3,"I am a small size petite. This coat fits great, comes to my knees. It’s warm yet lightweight, and it’ll be easy to pack when traveling. It’s also a great price.",Great coat,4.5,173,3.39,13,6,12,32,110,"5'2"" - 5'3""",120lb - 129lb,,S,0,65 years or over,Female,"Nashville, TN",Lil Mama,1637369727,False,False,False
137813,E439709-000,23327,5,3,I'm extremely pleased with my new Ultra Light Down Hooded Coat!  I know it will keep me warm on cold winter days.,Down with the Down!,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",130lb - 139lb,,M,2,65 years or over,Female,"Sarasota, FL",JaneFL,1637358265,False,False,False
150750,E439709-000,23327,4,5,"I love Ultra Light Down, but this runs very large compared to last year's parka.  I am going to try sizing down.",Runs very big,4.5,173,3.39,13,6,12,32,110,"5'6"" - 5'7""",140lb - 149lb,,L,3,,Prefer not to say,Baltimore,Ehd28,1637350594,False,False,False
166301,E439709-000,23327,5,4,"Very lightweight and still warm. Does run a little big larger, but for cold winters it will be helpful since you can layer up.",Lightweight and warm,4.5,173,3.39,13,6,12,32,110,"5'4"" - 5'5""",,,XL,0,25 to 34 years,Female,"New York, NY",Sandy41,1637198283,False,False,False
